Date,Time,Open,High,Low,Close,Vol
12/14/2020,23:00,619,642.75,610.2,639.83,52040649
12/15/2020,23:00,643.28,646.9,623.8,633.25,45223559
12/16/2020,23:00,628.23,632.5,605,622.77,42095813
12/17/2020,23:00,628.19,658.82,619.5,655.9,56270144
12/18/2020,23:00,668.9,695,628.54,695,222126194
12/21/2020,23:00,666.24,668.5,646.07,649.86,58045264
12/22/2020,23:00,648,649.88,614.23,640.34,51861644
12/23/2020,23:00,632.2,651.5,622.57,645.98,33172972
12/24/2020,23:00,642.99,666.09,641,661.77,22865568
12/28/2020,23:00,674.51,681.4,660.8,663.69,32278561
12/29/2020,23:00,661,669.9,655,665.99,22910811
12/30/2020,23:00,672,696.6,668.36,694.78,42846021
12/31/2020,23:00,699.99,718.72,691.12,705.67,49649928
01/04/2021,23:00,719.46,744.49,717.19,729.77,48638189
01/05/2021,23:00,723.66,740.84,719.2,735.11,32245165
01/06/2021,23:00,758,774,749.1,755.98,44699965
01/07/2021,23:00,777.63,816.99,775.2,816.04,51498948
01/08/2021,23:00,856,884.49,838.39,880.02,75055528
01/11/2021,23:00,849.4,854.43,803.62,811.19,59554146
01/12/2021,23:00,831,868,827.34,849.44,46270720
01/13/2021,23:00,852.76,860.47,832,854.41,33312496
01/14/2021,23:00,843.39,863,838.75,845,31266327
01/15/2021,23:00,852,859.9,819.1,826.16,38777596
01/19/2021,23:00,837.8,850,833,844.55,25366980
01/20/2021,23:00,858.74,859.5,837.28,850.45,25665883
01/21/2021,23:00,855,855.72,841.42,844.99,20598133
01/22/2021,23:00,834.31,848,828.62,846.64,20066497
01/25/2021,23:00,855,900.4,838.82,880.8,41173397
01/26/2021,23:00,891.38,895.9,871.6,883.09,23131603
01/27/2021,23:00,870.35,891.5,858.66,864.16,27333955
01/28/2021,23:00,820,848,801,835.43,26378048
01/29/2021,23:00,830,842.41,780.1,793.53,34990754
02/01/2021,23:00,814.29,842,795.56,839.81,25391385
02/02/2021,23:00,844.68,880.5,842.2,872.79,24346213
02/03/2021,23:00,877.02,878.08,853.06,854.69,18343510
02/04/2021,23:00,855,856.5,833.42,849.99,15812661
02/05/2021,23:00,845,864.77,838.97,852.23,18566637
02/08/2021,23:00,869.67,877.77,854.75,863.42,20161719
02/09/2021,23:00,855.12,859.8,841.75,849.46,15157651
02/10/2021,23:00,843.64,844.82,800.02,804.82,36216090
02/11/2021,23:00,812.44,829.88,801.73,811.66,21622753
02/12/2021,23:00,801.26,817.33,785.33,816.12,23768313
02/16/2021,23:00,818,821,792.44,796.22,19802324
02/17/2021,23:00,779.09,799.84,762.01,798.15,26078898
02/18/2021,23:00,780.9,794.69,776.27,787.38,17957058
02/19/2021,23:00,795,796.79,777.37,781.3,18958255
