"Date","Time","Open","High","Low","Close","Vol","OI"
08/01/2019,22:00,148.90,152.82,148.50,150.32,6344006,0
08/02/2019,22:00,149.03,152.95,145.59,147.25,8101720,0
08/05/2019,22:00,144.98,145.10,139.15,140.76,7114871,0
08/06/2019,22:00,142.03,142.47,139.31,140.73,5070650,0
08/07/2019,22:00,138.74,139.58,136.41,139.11,5931883,0
08/08/2019,22:00,138.45,140.42,137.76,140.10,5261444,0
08/09/2019,22:00,139.27,139.31,135.35,136.13,5244594,0
08/12/2019,22:00,135.66,135.87,133.18,134.12,4083950,0
08/13/2019,22:00,133.80,136.57,132.81,135.79,4551170,0
08/14/2019,22:00,133.91,134.16,130.98,131.25,5114159,0
08/15/2019,22:00,131.22,132.37,130.25,131.92,3738945,0
08/16/2019,22:00,133.04,134.59,132.95,133.76,3011993,0
08/19/2019,22:00,134.88,136.33,134.88,135.04,3165436,0
08/20/2019,22:00,135.24,135.28,132.81,133.00,3018934,0
08/21/2019,22:00,134.96,135.94,133.80,134.25,2806774,0
08/22/2019,22:00,134.69,135.68,133.81,134.32,2695009,0
08/23/2019,22:00,133.63,134.26,128.83,129.57,4818759,0
08/26/2019,22:00,131.05,131.30,129.16,129.99,2836837,0
08/27/2019,22:00,131.20,131.70,130.31,131.17,4728392,0
08/28/2019,22:00,130.44,132.89,130.04,132.76,2720362,0
08/29/2019,22:00,134.18,135.69,134.04,134.88,2972842,0
08/30/2019,22:00,135.58,136.07,134.36,135.53,2960594,0
09/03/2019,22:00,134.85,134.90,133.33,134.10,2828242,0
09/04/2019,22:00,135.71,136.43,135.15,136.32,2262081,0
09/05/2019,22:00,138.30,141.70,138.05,140.97,5012914,0
09/06/2019,22:00,141.52,141.53,140.46,140.57,2577200,0
09/09/2019,22:00,140.59,143.02,140.46,142.60,4226944,0
09/10/2019,22:00,143.00,145.46,142.96,145.05,4979741,0
09/11/2019,22:00,144.85,145.12,142.71,143.60,3869731,0
09/12/2019,22:00,144.03,144.04,141.88,143.62,2505432,0
09/13/2019,22:00,144.32,144.65,143.26,143.67,2206612,0
09/16/2019,22:00,142.56,143.64,142.27,142.48,1928500,0
09/17/2019,22:00,142.48,142.48,140.66,142.20,2940494,0
09/18/2019,22:00,142.05,142.30,140.51,142.22,1995159,0
09/19/2019,22:00,142.46,145.03,142.45,142.97,3182092,0
09/20/2019,22:00,143.25,143.83,141.82,141.88,5217881,0
09/23/2019,22:00,141.19,142.22,140.56,142.07,1850061,0
09/24/2019,22:00,142.50,142.89,141.07,141.68,3311171,0
09/25/2019,22:00,141.74,143.63,140.86,143.16,2546205,0
09/26/2019,22:00,143.17,143.88,141.41,143.55,2314542,0
09/27/2019,22:00,144.41,145.09,142.38,143.24,2357082,0
09/30/2019,22:00,143.73,146.57,143.73,145.42,4004429,0
10/01/2019,22:00,145.59,147.35,143.54,143.66,2973714,0
10/02/2019,22:00,142.19,142.27,140.57,141.69,3347276,0
10/03/2019,22:00,141.62,142.07,139.18,142.02,3161718,0
10/04/2019,22:00,142.06,143.06,141.03,142.99,2449483,0
10/07/2019,22:00,142.26,142.70,141.22,141.28,2488799,0
10/08/2019,22:00,140.24,140.47,138.25,138.38,3344083,0
10/09/2019,22:00,139.77,140.33,138.79,139.67,2633472,0
10/10/2019,22:00,139.77,141.78,139.56,141.13,2646693,0
10/11/2019,22:00,142.77,144.50,142.61,142.76,3018669,0
10/14/2019,22:00,142.31,142.43,141.32,142.04,2325609,0
10/15/2019,22:00,142.54,143.72,141.81,143.00,3046999,0
10/16/2019,22:00,142.49,142.95,141.39,142.11,5915705,0
10/17/2019,22:00,135.00,136.00,132.91,134.26,15830810,0
10/18/2019,22:00,134.22,134.49,132.25,134.09,7178379,0
10/21/2019,22:00,132.61,133.10,130.90,132.58,6372983,0
10/22/2019,22:00,132.55,134.05,131.61,133.96,4195803,0
10/23/2019,22:00,133.52,134.57,132.70,134.38,3627345,0
10/24/2019,22:00,134.83,135.07,133.30,134.07,2619309,0
10/25/2019,22:00,134.12,135.93,134.10,135.44,2579055,0
10/28/2019,22:00,136.00,136.63,135.45,135.97,3226132,0
10/29/2019,22:00,135.42,135.57,133.44,133.82,4160718,0
10/30/2019,22:00,133.83,135.28,133.20,135.25,2252989,0
10/31/2019,22:00,135.11,135.25,133.23,133.73,3412119,0
11/01/2019,22:00,134.50,135.56,134.09,135.53,3089789,0
11/04/2019,22:00,136.24,137.74,136.23,137.67,3335389,0
11/05/2019,22:00,137.80,138.76,137.63,137.89,3014961,0
11/06/2019,22:00,138.00,138.78,137.55,138.78,4477291,0
11/07/2019,22:00,137.87,139.14,137.58,137.69,4073908,0
11/08/2019,22:00,137.58,137.61,136.16,137.61,2278602,0
11/11/2019,22:00,137.20,137.20,135.00,135.47,2568755,0
11/12/2019,22:00,135.87,136.66,135.02,135.59,3046536,0
11/13/2019,22:00,135.39,135.58,133.85,134.48,3060924,0
11/14/2019,22:00,134.13,134.33,133.33,134.00,4231471,0
11/15/2019,22:00,134.39,135.12,134.03,134.40,3262656,0
11/18/2019,22:00,134.30,134.48,133.23,134.31,3210872,0
11/19/2019,22:00,134.88,135.38,134.46,134.52,2995071,0
11/20/2019,22:00,134.06,134.46,132.75,133.20,4140148,0
11/21/2019,22:00,133.40,134.17,132.98,133.84,3345343,0
11/22/2019,22:00,134.19,134.65,133.59,134.34,3297797,0
11/25/2019,22:00,134.47,136.00,134.35,135.97,2590170,0
11/26/2019,22:00,136.15,136.15,134.77,135.09,3793337,0
11/27/2019,22:00,135.35,135.71,133.62,133.77,3282827,0
11/29/2019,22:00,133.60,134.52,133.03,134.45,1825255,0
12/02/2019,22:00,134.45,134.50,132.48,132.91,3067831,0
12/03/2019,22:00,132.00,132.44,130.69,132.12,3711071,0
12/04/2019,22:00,132.86,133.68,131.96,131.99,3530773,0
12/05/2019,22:00,132.99,133.24,131.63,131.91,3598578,0
12/06/2019,22:00,132.75,133.89,132.70,133.22,3437994,0
12/09/2019,22:00,133.35,134.59,133.26,133.92,2978801,0
12/10/2019,22:00,133.92,134.84,133.56,133.91,3480385,0
12/11/2019,22:00,134.11,134.51,133.67,133.76,3953311,0
12/12/2019,22:00,133.70,135.66,133.66,135.32,4824186,0
12/13/2019,22:00,134.75,135.50,134.01,134.21,2534970,0
12/16/2019,22:00,134.94,135.45,133.85,134.13,3049325,0
12/17/2019,22:00,134.28,134.69,133.46,134.22,2907547,0
12/18/2019,22:00,134.55,135.00,134.15,134.41,3102353,0
12/19/2019,22:00,134.46,134.73,134.19,134.56,3866717,0
12/20/2019,22:00,135.74,136.42,134.95,135.59,7112072,0
12/23/2019,22:00,135.78,136.15,135.00,135.55,2803168,0
12/24/2019,22:00,135.61,135.62,134.61,134.98,1202087,0
12/26/2019,22:00,134.98,135.31,134.65,134.91,2130706,0
12/27/2019,22:00,135.00,135.75,134.87,135.27,2752706,0
12/30/2019,22:00,135.20,135.30,132.50,132.81,4118937,0
12/31/2019,22:00,132.53,134.12,132.40,134.04,3786912,0
01/02/2020,22:00,135.00,135.92,134.77,135.42,3148833,0
01/03/2020,22:00,133.57,134.86,133.56,134.34,2373676,0
01/06/2020,22:00,133.42,134.24,133.20,134.10,2426305,0
01/07/2020,22:00,133.69,134.96,133.40,134.19,3275968,0
01/08/2020,22:00,134.51,135.86,133.92,135.31,4346140,0
01/09/2020,22:00,135.74,136.79,135.31,136.74,3732830,0
01/10/2020,22:00,137.00,137.87,136.31,136.69,3255641,0
01/13/2020,22:00,135.48,136.64,135.07,136.60,3531572,0
01/14/2020,22:00,136.28,137.14,135.55,135.82,3683458,0
01/15/2020,22:00,136.00,138.06,135.71,136.62,4045952,0
01/16/2020,22:00,137.32,138.19,137.01,137.98,4320911,0
01/17/2020,22:00,136.54,138.33,136.16,138.31,5623336,0
01/21/2020,22:00,137.81,139.35,137.60,139.17,7244079,0
01/22/2020,22:00,143.32,145.79,142.55,143.89,16470431,0
01/23/2020,22:00,144.20,144.41,142.15,142.87,5657790,0
01/24/2020,22:00,143.39,143.92,140.46,140.56,5580189,0
01/27/2020,22:00,138.50,140.07,138.10,138.62,4166562,0
01/28/2020,22:00,139.50,140.47,138.75,139.55,3451557,0
01/29/2020,22:00,139.17,139.58,137.60,137.69,3054714,0
01/30/2020,22:00,136.76,136.97,134.97,136.77,5057906,0
01/31/2020,22:00,142.90,144.05,140.79,143.73,18994560,0
02/03/2020,22:00,144.25,147.28,143.90,146.27,8887502,0
02/04/2020,22:00,147.78,149.38,146.88,149.11,5620966,0
02/05/2020,22:00,150.21,157.44,150.15,156.33,14386823,0
02/06/2020,22:00,156.82,158.75,155.42,156.76,8400545,0
02/07/2020,22:00,154.55,155.54,152.92,153.41,6423429,0
02/10/2020,22:00,152.97,154.44,151.58,154.43,5239807,0
02/11/2020,22:00,155.12,155.22,152.73,153.48,3835112,0
02/12/2020,22:00,153.75,155.60,153.52,155.31,4438007,0
02/13/2020,22:00,154.37,154.83,153.41,154.31,3820697,0
02/14/2020,22:00,154.42,154.56,149.77,150.70,6099244,0
02/18/2020,22:00,149.79,151.38,149.64,151.10,3343514,0
02/19/2020,22:00,151.54,151.89,150.31,150.86,2733277,0
02/20/2020,22:00,150.81,151.62,149.51,151.22,2880709,0
02/21/2020,22:00,151.04,151.04,148.84,149.84,3537258,0
02/24/2020,22:00,145.51,148.05,145.38,146.43,5452408,0
02/25/2020,22:00,146.51,147.07,141.26,141.71,6211547,0
02/26/2020,22:00,142.90,144.06,139.60,139.75,5409537,0
02/27/2020,22:00,137.24,138.69,133.01,133.11,8421125,0
02/28/2020,22:00,129.98,131.09,126.36,130.15,13012228,0
03/02/2020,22:00,130.75,134.44,127.95,134.30,8531415,0
03/03/2020,22:00,134.48,136.10,127.80,128.90,7896068,0
03/04/2020,22:00,131.58,134.28,129.00,134.22,4996370,0
03/05/2020,22:00,130.50,132.29,128.45,129.55,5446227,0
03/06/2020,22:00,126.70,128.33,124.52,127.73,8193257,0
03/09/2020,22:00,120.16,122.41,117.28,117.81,10757487,0
03/10/2020,22:00,122.78,124.88,115.76,124.77,11410688,0
03/11/2020,22:00,121.01,122.58,116.38,117.97,8451038,0
03/12/2020,22:00,109.65,109.80,102.28,102.81,12512655,0
03/13/2020,22:00,108.68,109.16,100.81,107.95,12502113,0
03/16/2020,22:00,98.00,107.41,95.00,99.08,10567960,0
03/17/2020,22:00,100.61,107.40,97.10,106.65,9258338,0
03/18/2020,22:00,99.41,106.93,99.40,103.55,8772460,0
03/19/2020,22:00,102.33,103.69,98.24,100.34,8396521,0
03/20/2020,22:00,100.92,100.99,94.71,95.39,10546455,0
03/23/2020,22:00,94.60,97.74,90.56,94.77,9729393,0
03/24/2020,22:00,99.99,106.04,99.26,105.48,7973944,0
03/25/2020,22:00,105.48,112.48,102.83,105.85,8654047,0
03/26/2020,22:00,106.91,113.15,105.57,112.89,7158052,0
03/27/2020,22:00,108.58,111.50,107.65,108.03,6423038,0
03/30/2020,22:00,108.09,113.46,107.81,112.93,5564541,0
03/31/2020,22:00,112.00,113.81,110.17,110.93,6346676,0
04/01/2020,22:00,106.36,109.92,104.52,105.14,6112947,0
04/02/2020,22:00,105.37,110.32,105.14,110.00,6328674,0
04/03/2020,22:00,108.92,110.07,104.92,106.34,4538750,0
04/06/2020,22:00,110.35,115.63,110.13,114.82,7034193,0
04/07/2020,22:00,118.80,119.57,114.87,114.94,5595329,0
04/08/2020,22:00,116.31,119.96,115.07,119.29,5158641,0
04/09/2020,22:00,120.48,122.92,120.17,121.50,5576815,0
04/13/2020,22:00,121.63,121.80,118.04,121.15,5119713,0
04/14/2020,22:00,123.46,125.18,122.62,123.91,5088660,0
04/15/2020,22:00,119.12,120.19,116.76,118.69,5637341,0
04/16/2020,22:00,119.01,119.75,114.42,115.73,6457556,0
04/17/2020,22:00,119.30,120.39,117.92,120.12,4965992,0
04/20/2020,22:00,119.15,122.86,118.14,120.41,8181736,0
04/21/2020,22:00,114.00,117.15,112.06,116.76,14349032,0
04/22/2020,22:00,119.87,120.33,117.55,119.31,7087869,0
04/23/2020,22:00,119.57,123.03,119.12,121.35,6881615,0
04/24/2020,22:00,122.41,125.00,120.76,124.72,4987346,0
04/27/2020,22:00,125.56,126.99,125.47,125.92,4923806,0
04/28/2020,22:00,128.03,128.20,125.38,126.27,4778144,0
04/29/2020,22:00,128.88,129.31,127.53,128.69,5257579,0
04/30/2020,22:00,126.52,127.27,125.22,125.56,6635783,0
05/01/2020,22:00,123.19,123.47,121.39,121.87,4925535,0
05/04/2020,22:00,120.82,121.97,119.39,121.68,4017877,0
05/05/2020,22:00,123.39,124.32,122.47,122.58,3899416,0
05/06/2020,22:00,123.24,124.05,122.41,123.17,3864589,0
05/07/2020,22:00,122.98,123.26,120.85,121.23,4414328,0
05/08/2020,22:00,122.67,123.23,121.06,122.99,5003939,0
05/11/2020,22:00,121.81,123.45,120.67,122.59,3535276,0
05/12/2020,22:00,123.01,124.32,120.26,120.26,4784457,0
05/13/2020,22:00,119.95,119.99,114.85,115.73,5882813,0
05/14/2020,22:00,114.57,117.09,111.81,116.95,5259373,0
05/15/2020,22:00,115.93,117.39,115.25,116.98,4786330,0
05/18/2020,22:00,119.88,122.36,119.75,121.56,4207593,0
05/19/2020,22:00,121.19,122.17,120.14,120.29,3241117,0
05/20/2020,22:00,120.93,122.47,120.60,121.38,3840858,0
05/21/2020,22:00,120.99,121.72,118.97,119.12,4000863,0
05/22/2020,22:00,119.37,119.47,117.59,118.39,4180771,0
05/26/2020,22:00,121.30,122.62,121.01,121.76,5469282,0
05/27/2020,22:00,123.94,125.83,123.47,125.54,5727496,0
05/28/2020,22:00,126.87,126.97,124.22,124.53,3916377,0
05/29/2020,22:00,123.67,125.13,122.24,124.90,7930467,0
06/01/2020,22:00,124.64,125.75,124.03,124.89,2883294,0
06/02/2020,22:00,125.67,126.00,124.66,126.00,2978056,0
06/03/2020,22:00,127.15,129.60,127.00,129.05,3917746,0
06/04/2020,22:00,127.78,128.95,127.02,128.89,3864785,0
06/05/2020,22:00,133.89,134.23,131.75,132.06,5892960,0
06/08/2020,22:00,132.27,135.88,132.27,135.75,5370469,0
06/09/2020,22:00,133.52,133.60,131.02,131.87,5393644,0
06/10/2020,22:00,132.15,132.23,129.80,129.87,4734835,0
06/11/2020,22:00,126.03,126.10,117.84,118.01,11763629,0
06/12/2020,22:00,121.25,123.12,119.28,121.91,6220327,0
06/15/2020,22:00,119.19,122.37,118.29,121.65,5151240,0
06/16/2020,22:00,125.00,127.50,123.16,125.15,5609087,0
06/17/2020,22:00,125.83,126.25,123.40,124.15,3156836,0
06/18/2020,22:00,123.00,124.40,122.33,124.16,2865362,0
06/19/2020,22:00,126.17,126.82,122.25,122.47,8092354,0
06/22/2020,22:00,122.12,122.50,120.53,121.07,4773499,0
06/23/2020,22:00,122.01,122.90,119.23,119.41,6632605,0
06/24/2020,22:00,118.32,118.32,115.88,116.42,6750990,0
06/25/2020,22:00,116.76,119.21,116.10,119.03,6130626,0
06/26/2020,22:00,118.26,118.99,116.26,117.19,10750107,0
06/29/2020,22:00,117.98,119.78,117.37,119.75,4159488,0
06/30/2020,22:00,119.19,121.20,119.00,120.77,3919469,0
07/01/2020,22:00,120.27,121.23,118.37,118.54,4655765,0
07/02/2020,22:00,119.69,121.42,119.26,119.70,3746958,0
07/06/2020,22:00,121.25,121.85,119.46,120.19,4045439,0
07/07/2020,22:00,119.00,119.51,117.33,117.58,4278307,0
07/08/2020,22:00,118.06,118.64,116.48,117.71,5192806,0
07/09/2020,22:00,118.00,118.00,115.20,115.71,4762991,0
07/10/2020,22:00,115.50,118.57,115.29,118.35,4285922,0
07/13/2020,22:00,119.78,120.99,118.66,119.20,4650651,0
07/14/2020,22:00,118.62,120.89,117.92,120.60,4534597,0
07/15/2020,22:00,122.40,123.96,122.15,123.00,4473400,0
07/16/2020,22:00,122.68,124.48,122.16,124.01,4330927,0
07/17/2020,22:00,124.39,125.63,123.20,125.11,3988500,0
07/20/2020,22:00,126.07,127.07,125.14,126.37,9927918,0
07/21/2020,22:00,131.16,132.17,125.80,126.06,15364948,0
07/22/2020,22:00,125.90,129.47,125.80,128.67,8195374,0
07/23/2020,22:00,129.10,129.37,127.15,127.33,4220146,0
07/24/2020,22:00,126.48,127.65,125.50,125.79,3531186,0
07/27/2020,22:00,124.86,126.32,124.71,126.21,3733547,0
07/28/2020,22:00,125.82,126.34,124.15,124.47,4178176,0
07/29/2020,22:00,124.56,125.99,124.07,125.32,2833146,0
07/30/2020,22:00,123.71,123.90,121.64,122.90,3988062,0
07/31/2020,22:00,122.71,122.99,121.09,122.94,5277652,0
08/03/2020,22:00,123.50,124.41,122.15,124.31,3526574,0
08/04/2020,22:00,123.82,125.86,123.82,125.84,3431412,0
08/05/2020,22:00,126.73,126.75,124.61,125.45,3675400,0
08/06/2020,22:00,125.00,126.26,125.00,126.12,3417153,0
08/07/2020,22:00,123.50,125.07,123.21,124.96,3651226,0
08/10/2020,22:00,125.42,127.24,125.18,127.11,3968297,0
08/11/2020,22:00,128.76,130.47,126.61,126.75,5001176,0
08/12/2020,22:00,127.61,127.79,125.88,126.70,3530207,0
08/13/2020,22:00,125.96,126.39,124.77,125.03,3171258,0
08/14/2020,22:00,124.20,125.56,123.91,125.27,2963753,0
08/17/2020,22:00,125.25,125.59,124.41,124.44,3360064,0
08/18/2020,22:00,125.00,125.50,124.24,124.92,2882355,0
08/19/2020,22:00,124.83,125.50,123.50,123.84,3743949,0
08/20/2020,22:00,123.20,124.04,122.81,123.15,2561184,0
08/21/2020,22:00,123.01,123.48,122.31,123.16,3385051,0
08/24/2020,22:00,123.79,126.06,123.36,125.68,4070818,0
08/25/2020,22:00,126.00,126.82,124.49,124.64,2977697,0
08/26/2020,22:00,124.95,125.12,123.95,124.17,3388687,0
08/27/2020,22:00,124.60,125.10,123.98,124.65,3422655,0
08/28/2020,22:00,124.96,125.30,124.22,125.07,3099940,0
08/31/2020,22:00,125.25,125.25,123.03,123.31,4827879,0
09/01/2020,22:00,122.85,123.95,122.15,123.40,3155623,0
09/02/2020,22:00,123.72,128.70,123.58,128.18,6592430,0
09/03/2020,22:00,128.19,129.95,123.65,124.45,5716760,0
09/04/2020,22:00,124.35,125.35,121.24,122.30,6018238,0
09/08/2020,22:00,122.16,122.87,120.71,121.21,5210292,0
09/09/2020,22:00,122.13,123.70,121.29,122.26,3770678,0
09/10/2020,22:00,122.53,123.58,120.24,120.56,3978805,0
09/11/2020,22:00,121.39,122.70,120.73,121.46,3549091,0
09/14/2020,22:00,122.36,123.38,121.76,122.09,3641887,0
09/15/2020,22:00,122.82,123.40,122.24,122.44,2915221,0
09/16/2020,22:00,122.71,125.82,122.71,124.22,3789508,0
09/17/2020,22:00,122.62,125.55,121.97,124.92,3171262,0
09/18/2020,22:00,124.26,124.92,122.65,122.76,5391570,0
09/21/2020,22:00,120.48,120.70,118.58,120.25,5311441,0
09/22/2020,22:00,120.33,121.45,119.53,120.51,2957809,0
09/23/2020,22:00,120.80,121.59,118.43,118.83,3939398,0
09/24/2020,22:00,118.10,119.52,116.48,118.09,3546160,0
09/25/2020,22:00,117.60,119.41,116.94,118.95,2953686,0
09/28/2020,22:00,120.57,122.33,120.41,121.73,3509576,0
09/29/2020,22:00,121.41,122.19,120.21,120.94,2130568,0
09/30/2020,22:00,121.38,122.91,120.80,121.67,3261235,0
10/01/2020,22:00,122.36,123.30,120.36,121.09,3211729,0
10/02/2020,22:00,119.04,121.75,118.82,120.57,2925228,0
10/05/2020,22:00,121.84,122.75,121.05,122.01,3050949,0
10/06/2020,22:00,122.58,124.83,121.59,121.97,3872265,0
10/07/2020,22:00,122.67,124.39,122.32,124.07,2815663,0
10/08/2020,22:00,130.86,135.50,129.77,131.49,25289001,0
10/09/2020,22:00,132.00,132.00,127.60,127.79,8353787,0
10/12/2020,22:00,128.07,128.25,126.44,127.21,4635115,0
10/13/2020,22:00,126.57,127.15,124.46,125.10,5406088,0
10/14/2020,22:00,125.13,126.94,125.13,125.94,3730237,0
10/15/2020,22:00,124.08,125.22,123.85,124.89,3390034,0
10/16/2020,22:00,125.17,126.43,124.66,125.93,4714326,0
10/19/2020,22:00,126.80,127.35,125.08,125.52,7478845,0
10/20/2020,22:00,119.80,120.15,116.84,117.37,21501275,0
10/21/2020,22:00,116.66,117.69,114.79,115.06,9755308,0
10/22/2020,22:00,115.00,116.06,112.98,115.76,7858158,0
10/23/2020,22:00,116.50,116.62,115.53,116.00,3893382,0
10/26/2020,22:00,114.45,114.90,111.84,112.22,7203366,0
10/27/2020,22:00,112.15,112.22,110.03,110.56,5936716,0
10/28/2020,22:00,108.66,109.73,105.92,106.65,9427321,0
10/29/2020,22:00,107.25,109.64,106.55,108.91,6760246,0
10/30/2020,22:00,107.90,111.80,107.75,111.66,7923882,0
11/02/2020,22:00,112.65,113.83,112.25,112.91,5311597,0
11/03/2020,22:00,114.00,115.65,113.63,114.16,4204387,0
11/04/2020,22:00,112.33,113.91,111.16,111.90,5800071,0
11/05/2020,22:00,113.30,115.29,113.01,114.77,4902216,0
11/06/2020,22:00,115.08,115.10,113.39,114.04,5249571,0
11/09/2020,22:00,117.88,119.74,115.27,115.53,8992152,0
11/10/2020,22:00,116.69,118.17,116.25,117.91,5622756,0
11/11/2020,22:00,118.12,118.35,116.22,117.20,4289601,0
11/12/2020,22:00,115.63,116.37,113.48,114.50,6500899,0
11/13/2020,22:00,115.19,117.37,115.01,116.85,4683512,0
11/16/2020,22:00,118.30,118.55,117.12,118.36,5293385,0
11/17/2020,22:00,117.60,118.54,117.07,117.70,4134555,0
11/18/2020,22:00,117.72,118.88,116.75,116.77,4606828,0
11/19/2020,22:00,116.54,117.45,115.89,117.18,3439648,0
