"Date","Time","Open","High","Low","Close","Vol","OI"
11/20/2020,22:00,117.60,118.04,116.69,116.94,5024596,0
11/23/2020,22:00,117.43,120.52,117.27,120.09,5655448,0
11/24/2020,22:00,120.86,124.73,120.81,124.42,7759006,0
11/25/2020,22:00,122.93,124.33,122.11,124.20,4135895,0
11/27/2020,22:00,124.20,125.31,123.91,124.35,2091283,0
11/30/2020,22:00,124.10,125.00,123.09,123.52,5987991,0
12/01/2020,22:00,123.90,125.83,123.08,123.16,5312057,0
12/02/2020,22:00,122.85,124.64,122.41,124.62,3690737,0
12/03/2020,22:00,124.16,124.86,123.29,123.61,4548161,0
12/04/2020,22:00,123.97,127.38,123.64,127.20,5522760,0
12/07/2020,22:00,126.49,126.97,124.57,124.70,8318700,0
12/08/2020,22:00,125.32,126.33,124.64,125.71,5395024,0
12/09/2020,22:00,125.80,127.69,125.70,126.79,6513517,0
12/10/2020,22:00,126.35,126.93,124.94,124.96,4803172,0
12/11/2020,22:00,124.08,125.51,123.61,124.27,4481427,0
12/14/2020,22:00,125.32,126.24,123.47,123.53,5050073,0
12/15/2020,22:00,124.39,125.93,123.44,125.93,4359701,0
12/16/2020,22:00,125.93,126.57,125.29,125.55,4530121,0
12/17/2020,22:00,126.08,126.09,124.91,125.55,3787962,0
12/18/2020,22:00,125.59,126.40,124.97,125.85,7552855,0
12/21/2020,22:00,123.97,124.18,121.72,123.39,6115679,0
12/22/2020,22:00,123.31,124.22,122.41,123.61,4337757,0
12/23/2020,22:00,123.88,125.21,123.74,123.90,2693889,0
12/24/2020,22:00,125.00,125.10,124.21,124.69,1761178,0
12/28/2020,22:00,125.10,126.60,124.46,124.82,3615222,0
12/29/2020,22:00,125.35,125.48,123.24,123.80,3487207,0
12/30/2020,22:00,123.80,124.85,123.63,124.34,3380494,0
12/31/2020,22:00,124.22,126.03,123.99,125.88,3574731,0
01/04/2021,22:00,125.85,125.92,123.04,123.94,5179161,0
01/05/2021,22:00,125.01,126.68,124.61,126.14,6114719,0
01/06/2021,22:00,126.90,131.88,126.72,129.29,7956740,0
01/07/2021,22:00,130.00,130.46,128.26,128.99,4507382,0
01/08/2021,22:00,128.57,129.32,126.98,128.53,4676488,0
01/11/2021,22:00,127.95,129.68,127.66,128.58,5602466,0
01/12/2021,22:00,129.09,129.85,127.94,129.21,3749213,0
01/13/2021,22:00,129.15,129.75,126.46,126.92,7677739,0
01/14/2021,22:00,128.02,130.16,127.55,128.97,7503180,0
01/15/2021,22:00,128.28,129.24,127.67,128.39,4905525,0
01/19/2021,22:00,129.28,129.59,128.09,129.02,5399277,0
01/20/2021,22:00,129.70,131.06,128.56,130.08,5598705,0
01/21/2021,22:00,130.12,132.24,130.05,131.65,12820098,0
01/22/2021,22:00,120.70,120.70,117.36,118.61,38063652,0
01/25/2021,22:00,118.76,119.54,117.45,118.58,13686391,0
01/26/2021,22:00,119.18,122.59,118.42,122.49,10694708,0
01/27/2021,22:00,122.08,124.79,121.62,122.47,12146541,0
01/28/2021,22:00,122.80,123.20,120.07,120.08,8084268,0
01/29/2021,22:00,120.22,121.30,118.90,119.11,11825496,0
02/01/2021,22:00,119.90,120.95,118.73,120.54,6250709,0
02/02/2021,22:00,119.36,121.00,119.28,119.44,6341898,0
02/03/2021,22:00,119.04,119.80,118.12,119.12,6715366,0
02/04/2021,22:00,119.91,121.10,118.87,121.02,4562134,0
02/05/2021,22:00,121.00,121.81,120.52,121.79,4565730,0
02/08/2021,22:00,122.62,123.98,122.40,123.61,5888021,0
02/09/2021,22:00,121.90,122.60,121.05,122.10,4717062,0
02/10/2021,22:00,123.03,123.41,121.21,122.24,4866765,0
02/11/2021,22:00,122.00,122.21,120.63,120.91,5381556,0
02/12/2021,22:00,121.00,121.36,120.09,120.80,3871294,0
02/16/2021,22:00,120.15,120.60,119.36,120.07,6639813,0
02/17/2021,22:00,119.27,120.56,119.02,119.97,3975906,0
02/18/2021,22:00,120.50,120.94,119.70,120.73,5399568,0
02/19/2021,22:00,120.75,120.76,118.38,118.99,6578984,0
02/22/2021,22:00,118.50,121.13,118.44,120.86,5879249,0
02/23/2021,22:00,120.92,121.35,119.80,120.71,4531464,0
02/24/2021,22:00,120.80,123.49,120.52,123.21,5819983,0
02/25/2021,22:00,123.37,124.35,122.34,122.47,5691830,0
02/26/2021,22:00,122.25,122.25,118.88,118.93,9050990,0
03/01/2021,22:00,120.35,122.32,119.86,120.74,5715767,0
03/02/2021,22:00,120.74,121.90,120.26,120.33,4524299,0
03/03/2021,22:00,120.50,122.63,119.98,122.36,7404269,0
03/04/2021,22:00,122.00,123.22,118.76,120.11,8068493,0
03/05/2021,22:00,120.64,123.75,120.25,122.83,6949502,0
03/08/2021,22:00,122.99,126.85,122.88,124.81,7239191,0
03/09/2021,22:00,125.40,126.43,124.16,124.18,5609029,0
03/10/2021,22:00,125.05,128.24,124.61,127.87,7247815,0
03/11/2021,22:00,128.09,128.64,126.78,127.14,5146944,0
03/12/2021,22:00,127.19,127.68,126.61,127.61,4010100,0
03/15/2021,22:00,127.77,128.75,127.54,128.58,3421281,0
03/16/2021,22:00,128.28,128.52,127.34,128.24,4653178,0
03/17/2021,22:00,128.46,129.49,127.49,129.03,4291351,0
03/18/2021,22:00,128.94,131.00,127.79,130.06,5835669,0
03/19/2021,22:00,130.02,130.44,128.53,128.90,9844983,0
03/22/2021,22:00,128.50,128.83,128.18,128.32,275500,0
